run,execution_time
1,0.0009371810001539416
2,0.0010352480003348319
3,0.0010078730001623626
4,0.000967284000125801
5,0.0010208609996880114
6,0.0009190849996230099
7,0.0008521509998900001
8,0.0008647790000395617
9,0.0011558310002328653
10,0.0010038959999292274
11,0.000980398999672616
12,0.0010690270000850433
13,0.0010594199998195108
14,0.0009689080002317496
15,0.0010934140000244952
16,0.0009639029999561899
17,0.0009831520001171157
18,0.0009086629997909768
19,0.0008900709999579703
20,0.001031370000418974
21,0.0010933190001196635
22,0.0010930389998975443
23,0.000913690000288625
24,0.0012261319998287945
25,0.0009351849998893158
26,0.0009136059998127166
27,0.0007431539997924119
28,0.0007933110000521992
29,0.0007605729997521848
30,0.0010381399997640983
31,0.0009232809998138691
32,0.001030491000165057
33,0.0009629619999032002
34,0.0010026469999502297
35,0.0010145960000045307
36,0.0012188709997644764
37,0.0010602119996292458
38,0.001034642999911739
39,0.0008842849997563462
40,0.0012862939997830836
41,0.0009941920002347615
42,0.0011572620001061296
43,0.0008813770000415388
44,0.0010042140002042288
45,0.0010705720001169539
46,0.0008968610000010813
47,0.0008820169996397453
48,0.0011271100001977175
49,0.001042402999701153
50,0.0009365900000375404
51,0.0009566990001985687
52,0.0011802389999502338
53,0.0008866500002113753
54,0.0008293959999718936
55,0.0010438619997330534
56,0.0013507150001714763
57,0.0011213009997845802
58,0.0014129349997347163
59,0.0011422279999351304
60,0.0009055350001290208
61,0.000974540000242996
62,0.0011853649998556648
63,0.0008461839997835341
64,0.001073008999810554
65,0.0010615999999572523
66,0.0011352220003573166
67,0.0008688670000083221
68,0.0009444669999538746
69,0.0010929760001090472
70,0.0009969580000870337
71,0.0008866699999998673
72,0.0008997940003609983
73,0.0010388770001554803
74,0.0009359980003864621
75,0.0010705009999583126
76,0.0010497949997443357
77,0.001058733999798278
78,0.0009850730002654018
79,0.0008989950001705438
80,0.0008541530000911735
81,0.0010232839999844145
82,0.001126873999965028
83,0.0010803400000440888
84,0.001114852999762661
85,0.0009575589997439238
86,0.0010605449997456162
87,0.0011990749999313266
88,0.0010074960000565625
89,0.0009356450000268524
90,0.0010019359997386346
91,0.0010190699999839126
92,0.0009434619996682159
93,0.0009545130001242796
94,0.0013861550000910938
95,0.0009484020001764293
96,0.0010160150000046997
97,0.001069638999979361
98,0.0011555760002011084
99,0.0010146899999199377
100,0.0009632979999878444
101,0.001116478999847459
102,0.0012904440000056638
103,0.0009438469996894128
104,0.0009584120002728014
105,0.0009397730000273441
106,0.001056349999998929
107,0.000930207000237715
108,0.0008512379999956465
109,0.0010840499999176245
110,0.0011530100000527455
111,0.0013228439997874375
112,0.0012170929999228974
113,0.0012235540002620837
114,0.0010648970001057023
115,0.0010359789998801716
116,0.000906552999822452
117,0.000986518999980035
118,0.001220794000346359
119,0.0009398479996889364
120,0.0010447099998600606
121,0.0009926279999490362
122,0.0008627339998383832
123,0.0009875119999378512
124,0.0009691000000202621
125,0.000966257000072801
126,0.001233425000009447
127,0.0007951470001898997
128,0.000920045999919239
129,0.0009955420000551385
130,0.0010088639996865822
131,0.0010180549998040078
132,0.0010694259999581845
133,0.0010081230002469965
134,0.0009574680002515379
135,0.0011965879998570017
136,0.0009160320000773936
137,0.0010082809999403253
138,0.0010927429998446314
139,0.0009030250002979301
140,0.0009157539998341235
141,0.0010309910003343248
142,0.000875661999998556
143,0.0011566100001800805
144,0.0009659729998929834
145,0.0009983830000237504
146,0.0009548950001772027
147,0.0010678819999156985
148,0.0011581989997466735
149,0.001016319999962434
150,0.001018440000279952
151,0.0008711890000085987
152,0.0009916799999700743
153,0.0009337840001535369
154,0.0007754560001558275
155,0.0010426140001982276
156,0.001030412999625696
157,0.0010026199997810181
158,0.0009075200000552286
159,0.0011756760000025679
160,0.0009646479998082214
161,0.0010323540000172216
162,0.001116128000376193
163,0.0009812329999476788
164,0.0009422110001651163
165,0.0009856540000328096
166,0.001322026000252663
167,0.0010187540001425077
168,0.0008759449997342017
169,0.000977434000105859
170,0.0009623410001040611
171,0.000895579999905749
172,0.0010373860000072455
173,0.000812053000117885
174,0.0011019139997188176
175,0.0008926900000005844
176,0.0008673150000504393
177,0.0008536790001016925
178,0.0010758210000858526
179,0.000867668000410049
180,0.001049958000294282
181,0.0010987660002683697
182,0.0010049429997707193
183,0.00115317200015852
184,0.0009767760002432624
185,0.0009109309999075776
186,0.0009006180002870678
187,0.001112933000058547
188,0.001149884999904316
189,0.0010003009997490153
190,0.0010530109998398984
191,0.0010612129999572062
192,0.0013672600002792024
193,0.0012211329999445297
194,0.0011105190001217125
195,0.0011662510000860493
196,0.0010460829998919507
197,0.0009602730001461168
198,0.0011651429999801621
199,0.001138581000304839
200,0.0009767940000529052
201,0.0009221259997502784
202,0.0008427190000475093
203,0.0008928050001486554
204,0.0010482489997230005
205,0.0009069640000234358
206,0.0008191020001504512
207,0.0012390710003273853
208,0.0012315440003476397
209,0.0014562920000571467
210,0.0011825000001408625
211,0.0011111559997516451
212,0.0011633299995992274
213,0.0009738789999573783
214,0.0010655470000529021
215,0.000893556999926659
216,0.001050170000326034
217,0.0010211559997514996
218,0.0009707000003800204
219,0.0010910170003626263
220,0.0009881129999484983
221,0.0009143580000454676
222,0.0009957160000340082
223,0.0007701910003561352
224,0.0010820630000125675
225,0.0009494350001659768
226,0.0008503320000272652
227,0.000800830000116548
228,0.0009269030001632927
229,0.0012358210001366388
230,0.0009393770001224766
231,0.0010854040001504472
232,0.0009264690002055431
233,0.0011223809997318313
234,0.0008963850000327511
235,0.0007661949998691853
236,0.001233860999946046
237,0.0010781930000121065
238,0.0010933599996860721
239,0.0012453669996830286
240,0.0010483580003892712
241,0.0009447109996472136
242,0.00086314999998649
243,0.0008758439998928225
244,0.0010516349998397345
245,0.0008790880001470214
246,0.00106872599963026
247,0.0011194030003025546
248,0.001160482999694068
249,0.0012437569998837716
250,0.0012304629999562167
251,0.0015513779999309918
252,0.0012219330001244089
253,0.001290357000016229
254,0.001290821000111464
255,0.0010831350000444218
256,0.0009811930003706948
257,0.0009838460000537452
258,0.001231681999797729
259,0.001122602999657829
260,0.001152109000031487
261,0.0012112649997106928
262,0.0011489179996715393
263,0.0011571189997994225
264,0.0009236119999513903
265,0.0008311100000355509
266,0.000883392000105232
267,0.0008242349999818543
268,0.0013406540001597023
269,0.0010677089999262535
270,0.0010283569999955944
271,0.000929293999888614
272,0.0010172180000154185
273,0.0012187869997433154
274,0.0010661799997251364
275,0.0010590229999252188
276,0.0013782010000795708
277,0.0012699869998868962
278,0.001113130999783607
279,0.0009319290002167691
280,0.0011056610001105582
281,0.0010387060001448845
282,0.0011161909997099428
283,0.0011750400003620598
284,0.0016189650000342226
285,0.0012415249998412037
286,0.001263731000108237
287,0.0011084699999628356
288,0.0011828000001514738
289,0.0012385979998725816
290,0.0009412999997948646
291,0.0010641339999892807
292,0.0009787139997570193
293,0.0009104679998017673
294,0.0010717029999796068
295,0.0009409059998688463
296,0.0007840369999030372
297,0.001121279000017239
298,0.0010035400000560912
299,0.001206107999678352
300,0.0009097680003833375
301,0.0008802959996501158
302,0.0008824249998724554
303,0.000920348999898124
304,0.0010657060001904028
305,0.0010433350003040687
306,0.0012336970003161696
307,0.0010356279999541584
308,0.0012801630000467412
309,0.0010926329996436834
