run,execution_time
1,0.0026207380000045077
2,0.0030567800000014245
3,0.002397238000000357
4,0.0019579900000010753
5,0.0020408829999993827
6,0.0019888539999968202
7,0.0018389679999941677
8,0.0019323530000008304
9,0.0024687000000014336
10,0.0022154150000019968
11,0.001960605999997256
12,0.00195684199999846
13,0.0018482029999944416
14,0.0019509019999972566
15,0.0018468800000022156
16,0.001874623999995606
17,0.002188478000000771
18,0.002131532999996466
19,0.0019348690000029478
20,0.0019208140000017693
21,0.0018752069999976584
22,0.0019252500000064288
23,0.0020477389999982165
24,0.001957955000001732
25,0.0020048460000055
26,0.002216963000002181
27,0.002697283000003381
28,0.0026090940000003116
29,0.00187383299999766
30,0.00197168900000122
31,0.0018150029999972617
32,0.0030927740000024073
33,0.0019770529999973974
34,0.0018992769999996995
35,0.0018523369999954298
36,0.001949476999996591
37,0.0019585600000056047
38,0.001995891999996502
39,0.0019492489999990426
40,0.0019582179999986238
41,0.002045254000002217
42,0.001921518999999705
43,0.0019209220000035998
44,0.001975369000000171
45,0.001959291000005692
46,0.001952334000002054
47,0.0018765390000012871
48,0.0023057470000011904
49,0.0019012870000025828
50,0.002073918999997204
51,0.0019111810000040919
52,0.002195217999997112
53,0.0019484959999971352
54,0.0021583999999990056
55,0.002038683000002095
56,0.0021104559999969297
57,0.002195432000000608
58,0.002115134000000296
59,0.001936888999999553
60,0.0022133849999974586
61,0.002241972000000203
62,0.0021476470000010295
63,0.0027449640000014597
64,0.0022211699999985512
65,0.0024598070000010352
66,0.0021884169999992764
67,0.002184232999994151
68,0.0021779120000005037
69,0.0023000300000006746
70,0.0021230290000033847
71,0.002245163999994304
72,0.006018986999997367
73,0.002971441999996216
74,0.0024355010000007837
75,0.002655574000002048
76,0.0022282489999980726
77,0.0023317180000006488
78,0.002364460000002566
79,0.00258423400000396
80,0.0024742599999996173
81,0.0023634550000011245
82,0.0023622060000008105
83,0.002266454999997336
84,0.002187624000001165
85,0.002332793999997307
86,0.002359693000002494
87,0.0021711659999965605
88,0.002219426999999996
89,0.0023288169999986508
90,0.0021357090000009293
91,0.0023055489999990186
92,0.002386619999995787
93,0.0022769329999974275
94,0.0023534070000010843
95,0.0026662289999990207
96,0.0024308069999960935
97,0.002442248000001257
98,0.0024545190000040407
99,0.0025034429999948316
100,0.00233756400000118
101,0.00281796900000586
102,0.0026039540000013517
103,0.00193530499999639
104,0.0020853970000018762
105,0.002143281999998692
106,0.001943689999997389
107,0.0022317009999994752
108,0.00215493500000008
109,0.002168806000000245
110,0.0019479709999998818
111,0.001975962999999581
112,0.002214868000002923
113,0.002208402000000831
114,0.0019425050000023703
115,0.002036351999997521
116,0.002201915999997084
117,0.002259984999994913
118,0.0022062859999962825
119,0.002099266000001876
120,0.002139866000000268
121,0.002299488999994992
122,0.0022318719999958603
123,0.002285319000002062
124,0.0020258819999980915
125,0.0021920709999960764
126,0.0023636259999975096
127,0.002198249999999291
128,0.002212157999998965
129,0.00284222799999867
130,0.0022899450000011257
131,0.002101808999995569
132,0.0020771430000010582
133,0.0021816619999981413
134,0.0022881129999987593
135,0.002139369000005331
136,0.0021087000000008516
137,0.0023668020000044976
138,0.0022938239999987786
139,0.0022869889999981297
140,0.002589232999994806
141,0.0020903400000023
142,0.002023467999997308
143,0.0022746240000017792
144,0.0024249040000015043
145,0.002067974000006245
146,0.0019433900000009885
147,0.001851045000002216
148,0.0019006120000000237
149,0.0018674259999968967
150,0.0019662999999994213
151,0.001889244000004453
152,0.0020169770000038056
153,0.0018262590000048817
154,0.0019171750000026577
155,0.0018434539999958588
156,0.002039979999999275
157,0.0019051079999954368
158,0.00186374300000125
159,0.001878479000005484
160,0.0019017100000056075
161,0.0018362299999949983
162,0.0020136850000014306
163,0.0020975819999975442
164,0.002627392999997369
165,0.0030992920000016966
166,0.0018820570000031012
167,0.002247328000002824
168,0.002079176999998822
169,0.002334212000000946
170,0.0022459240000003433
171,0.002127140999995447
172,0.001903884999997274
173,0.0018781899999993357
174,0.001833355000002257
175,0.0020540550000021085
176,0.0019110249999982898
177,0.001889028999997322
178,0.001832595000003323
179,0.001782849000001363
180,0.0018595230000002516
181,0.0019053920000047242
182,0.0018342700000033574
183,0.00222670700000549
184,0.0028145180000009873
185,0.001871551999997223
186,0.0018353530000041474
187,0.0019007420000036745
188,0.001880030999998894
189,0.0018530250000026172
190,0.0017966999999998734
191,0.001922372999999311
192,0.001844622999996659
193,0.0018314999999944348
194,0.0019624080000042454
195,0.0019283399999991957
196,0.001924211000002174
197,0.0018671560000029785
198,0.0019315229999961048
199,0.0021646189999984244
200,0.0022509880000001203
201,0.002153286000002197
202,0.0020231179999967708
203,0.0022297390000005635
204,0.0020160890000013865
205,0.0019434309999937227
206,0.0019513960000026032
207,0.0022046790000018746
208,0.002302598999996519
209,0.0023193110000008232
210,0.0021630470000033597
211,0.002406108999998935
212,0.002768678999998997
213,0.002379056999998852
214,0.002666085999997847
215,0.0022025889999994774
216,0.0023757849999981318
217,0.0022796980000023837
218,0.002189863000005232
219,0.0020083789999958412
220,0.0020042200000034427
221,0.0018546599999993418
222,0.001903375999994239
223,0.0018634730000002264
224,0.0019238499999971737
225,0.0018872249999972723
226,0.002078105999999025
227,0.001979909999995755
228,0.0020692510000017705
229,0.0019815260000015655
230,0.00194390699999758
231,0.0019421090000051322
232,0.00204535200000322
233,0.0019630580000011832
234,0.0019619799999972543
235,0.0019455640000032304
236,0.0019585590000019693
237,0.0019756209999997054
238,0.0020351719999993634
239,0.001907078000002116
240,0.0020189079999965998
241,0.001948915999996359
242,0.001979086999995161
243,0.0019421800000003486
